Matricula,Nome,CPF,Idade,Genero,EstadoCivil,PortadorNecessidadesEspeciais,PossuiCriancaMenorQue4anos,GrauEscolaridade,AreaFormacao,TreinamentoUltimoAno,Cargo,NivelCargo,AnosEmpresa,AnosCargoAtual,TipoProjeto,HorarioFlexivel,ViagemNegocios,OportunidadeUsarPlenamenteHabilidadesTrabalho,Departamento,AnosAtualGestor,Salario,PercepcaoValorBeneficios,AnosDesdeUltimaPromocao,RecebeuParticipacaoLucrosResultadosUltimos3anos,DistanciaCasa,TipoTransporte,ModalidadeTrabalho,SatisfacaoGestor,SatisfacaoRelacionamentoColegas,SatisfaçãoTrabalho,NívelEnvolvimentoTrabalho,AvaliacaoDesempenho,Absenteismo,HoraExtra,EquilíbrioEntreVidaProfissionalPessoal,Demitido
757,Julia Ramos Souza,633.237.089-03,55,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Gerente de Projetos,4,5,4,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,16659,3,1,Não,2,Transporte público,Presencial,4,3,4,3,3,0,Sim,3,Não
758,Terezinha Peixoto Viana,127.459.820-60,33,Feminino,Solteiro,Não,Não,4,Marketing,3,Executivo(a) de Contas,2,5,2,Outros,Não,Raramente_Viaja,2,Vendas,3,8224,3,0,Não,9,Outro,Remoto,2,1,1,3,3,0,Sim,3,Não
759,Caio Souza Pereira,717.820.989-50,34,Masculino,Casado,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,3,5,3,Outros,Não,Raramente_Viaja,3,Vendas,0,9713,3,1,Não,4,Carro Próprio,Presencial,4,4,4,3,3,0,Sim,3,Não
760,Daniel Nunes Mendes,921.721.574-06,37,Masculino,Casado,Sim,Não,4,Bioinformática,2,Engenheiro(a) de Machine Learning,2,5,3,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),4,5569.2,3,0,Não,7,Transporte público,Remoto,2,3,1,3,4,0,Sim,3,Sim
761,Mateus Soares Melo,199.112.047-82,55,Masculino,Casado,Não,Não,4,Curso Técnico,2,Engenheiro(a) de Machine Learning,1,5,2,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),4,3460.6,4,0,Não,2,Outro,Remoto,3,2,4,2,4,0,Não,4,Não
762,Gabriela Dias Andrade,429.668.107-93,29,Feminino,Solteiro,Não,Sim,3,Curso Técnico,4,Executivo(a) de Contas,2,5,3,Outros,Sim,Frequentemente_Viaja,1,Vendas,0,5765,3,0,Não,13,Outro,Remoto,1,1,2,3,3,0,Não,1,Não
763,Leandro Cunha Oliveira,703.287.315-44,40,Masculino,Solteiro,Não,Não,4,Ciência da Computação,3,Analista de QA,1,5,4,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2421.6,1,1,Não,9,Outro,Presencial,2,2,1,3,3,0,Não,1,Não
764,Vinicius Borges Ribeiro,067.618.973-35,39,Masculino,Solteiro,Não,Sim,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,5,2,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,5075.2,2,0,Não,23,Carro Próprio,Presencial,1,1,1,3,3,0,Não,3,Não
765,João Cavalcanti Campos,008.129.137-01,40,Masculino,Solteiro,Não,Não,4,Marketing,2,Executivo(a) de Contas,3,5,4,Outros,Sim,Raramente_Viaja,3,Vendas,0,9094,1,1,Não,25,Transporte público,Presencial,3,3,2,2,3,2,Sim,3,Sim
766,Heitor Azevedo Gomes,272.423.162-78,38,Masculino,Casado,Não,Não,3,Bioinformática,2,Diretor(a) de Operações,2,5,2,Outros,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),4,8739,3,1,Não,2,Carro Próprio,Remoto,2,1,2,3,3,4,Não,3,Sim
767,João Oliveira Viana,637.263.993-99,41,Masculino,Solteiro,Sim,Não,3,Bioinformática,3,Diretor(a) de Operações,2,5,4,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,10857.6,3,1,Não,6,Outro,Remoto,2,4,2,2,3,1,Sim,3,Sim
768,Jessica Vieira Castro,593.073.505-07,37,Feminino,Casado,Não,Não,2,Bioinformática,3,SDR (Sales Development Representative),1,5,4,Inovação,Sim,Frequentemente_Viaja,4,Vendas,0,3567.6,3,0,Não,21,Outro,Remoto,3,2,4,3,3,2,Não,3,Não
769,Sandra Fernandes Pires,139.642.906-96,43,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Arquiteto(a) de Soluções,2,5,2,Sustentação,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,7035.93,3,2,Não,1,Transporte público,Remoto,4,2,4,3,3,0,Não,2,Não
770,Terezinha Moraes Campos,079.867.038-06,39,Feminino,Casado,Não,Não,3,Ciência da Computação,2,Analista de RH,2,5,4,Outros,Sim,Raramente_Viaja,3,Recursos Humanos,4,5204,3,0,Não,2,Transporte público,Presencial,3,3,4,2,3,0,Não,3,Sim
771,Sergio Moreira Fernandes,600.081.186-12,32,Masculino,Divorciado,Não,Não,4,Ciência da Computação,3,Executivo(a) de Contas,2,5,2,Sustentação,Sim,Raramente_Viaja,4,Vendas,3,4403,4,0,Não,13,Carro Próprio,Presencial,3,3,4,3,3,1,Não,2,Sim
772,Manoel Bastos Lopes,885.342.684-52,30,Masculino,Divorciado,Não,Não,4,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,5,4,Inovação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),3,4889.3,3,0,Não,5,Transporte público,Remoto,4,2,4,2,3,0,Não,2,Não
773,Simone Souza Soares,555.700.557-97,53,Feminino,Casado,Não,Não,2,Marketing,3,Executivo(a) de Contas,3,5,2,Sustentação,Sim,Raramente_Viaja,3,Vendas,4,10934,2,0,Não,7,Carro Próprio,Presencial,3,4,4,2,3,4,Sim,3,Sim
774,Enzo Mendes Duarte,212.784.137-90,45,Masculino,Divorciado,Não,Não,3,Marketing,2,Executivo(a) de Contas,3,5,4,Outros,Sim,Raramente_Viaja,2,Vendas,2,10761,4,0,Não,9,Transporte público,Remoto,2,3,1,3,3,2,Sim,3,Não
775,Gabriela Dias Cardoso,675.098.892-00,32,Feminino,Casado,Não,Não,2,Bioinformática,3,Engenheiro(a) de Machine Learning,2,5,3,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,6727.5,2,1,Não,8,Outro,Presencial,2,3,3,4,3,0,Não,2,Não
776,Lucas Rocha Andrade,672.476.415-76,28,Masculino,Divorciado,Não,Não,2,Bioinformática,6,Analista de RH,1,5,1,Outros,Sim,Raramente_Viaja,3,Recursos Humanos,4,4936,2,0,Não,8,Transporte público,Remoto,3,4,4,2,3,0,Não,3,Não
777,Matheus Oliveira Silva,970.116.054-10,36,Masculino,Casado,Não,Sim,3,Ciência da Computação,3,Analista de RH,1,5,4,Sustentação,Sim,Raramente_Viaja,2,Recursos Humanos,3,2342,1,0,Não,8,Carro Próprio,Presencial,1,3,1,2,4,2,Não,3,Sim
778,Helena Moreira Martins,644.982.006-32,40,Feminino,Divorciado,Não,Não,2,Marketing,5,Executivo(a) de Contas,2,5,4,Outros,Sim,Raramente_Viaja,2,Vendas,3,5715,4,1,Não,2,Carro Próprio,Presencial,2,3,2,3,3,0,Não,3,Não
779,Tatiane Barbosa Borges,574.174.096-01,42,Feminino,Divorciado,Não,Não,4,Ciência da Computação,5,Analista de QA,1,5,2,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),2,3091.2,2,1,Não,1,Outro,Remoto,1,2,1,3,3,0,Não,3,Não
780,Luiz Freitas Miranda,634.148.596-45,58,Masculino,Divorciado,Não,Não,4,Ciência da Computação,2,Arquiteto(a) de Soluções,2,5,3,Sustentação,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,7159.9,2,1,Não,1,Outro,Presencial,3,4,3,1,3,1,Sim,3,Sim
781,Antônia Ribeiro Vieira,082.761.957-09,52,Feminino,Casado,Não,Não,2,Bioinformática,3,Diretor(a) de Operações,4,5,3,Outros,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,19870.5,1,0,Não,28,Transporte público,Remoto,4,2,3,4,3,2,Sim,2,Não
782,Vera Mendes Ribeiro,593.321.841-35,42,Feminino,Solteiro,Não,Não,2,Bioinformática,6,Executivo(a) de Contas,2,5,4,Outros,Sim,Raramente_Viaja,4,Vendas,3,6244,3,0,Não,14,Outro,Remoto,3,1,3,2,3,0,Não,3,Não
783,Raimundo Miranda Ribeiro,915.290.078-95,24,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Analista de QA,1,5,2,Sustentação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),4,3794.4,1,3,Não,4,Carro Próprio,Remoto,3,4,4,2,3,1,Não,2,Sim
784,Camila Lima Vieira,202.783.986-00,42,Feminino,Casado,Não,Não,3,Ciência da Computação,1,Analista de QA,2,5,3,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,6277.2,2,1,Não,3,Outro,Remoto,4,2,4,4,3,3,Sim,2,Não
785,Sandra Silva Barbosa,356.310.262-79,40,Feminino,Casado,Não,Não,2,Ciência da Computação,2,Executivo(a) de Contas,2,5,4,Outros,Não,Raramente_Viaja,2,Vendas,2,4639,3,1,Não,14,Transporte público,Presencial,2,3,1,3,3,4,Não,3,Não
786,Enzo Viana Soares,508.487.858-94,31,Masculino,Solteiro,Não,Não,4,Outros ,3,Executivo(a) de Contas,2,5,2,Outros,Sim,Frequentemente_Viaja,2,Vendas,3,5332,1,0,Não,2,Outro,Presencial,1,4,1,3,3,2,Não,3,Não
787,Alexandre Viana Nascimento,945.987.053-88,27,Masculino,Solteiro,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,2,5,4,Inovação,Sim,Raramente_Viaja,3,Vendas,4,4478,3,0,Não,2,Outro,Remoto,3,1,3,3,3,4,Sim,3,Não
788,Larissa Silva Ferreira,122.286.511-41,37,Feminino,Casado,Não,Não,3,Bioinformática,3,Analista de QA,1,5,4,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),3,4142.4,2,0,Não,10,Carro Próprio,Presencial,1,2,1,3,4,0,Não,3,Sim
789,Mateus Araújo Nascimento,685.477.970-76,27,Masculino,Divorciado,Não,Não,2,Bioinformática,2,Analista de QA,1,5,2,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),4,4579.2,1,0,Não,1,Outro,Remoto,2,2,2,3,3,2,Não,3,Não
790,Vitor Silva Peixoto,011.993.499-09,23,Masculino,Solteiro,Não,Não,1,Bioinformática,2,Analista de QA,1,5,4,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,4786.8,2,1,Não,8,Carro Próprio,Remoto,2,1,3,2,3,0,Sim,3,Não
791,Diego Freitas Guimarães,449.653.492-45,35,Masculino,Solteiro,Não,Não,4,Curso Técnico,2,Analista de RH,1,5,4,Outros,Não,Raramente_Viaja,2,Recursos Humanos,4,4323,3,1,Não,8,Outro,Remoto,3,2,3,3,3,0,Não,1,Não
792,Lucas Santos Lima,492.407.241-92,39,Masculino,Solteiro,Não,Não,3,Ciência da Computação,2,Analista de QA,2,5,4,Inovação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,8138.4,1,0,Não,9,Carro Próprio,Remoto,2,3,2,3,3,0,Não,2,Sim
793,Theo Pires Ramos,927.100.336-58,44,Masculino,Divorciado,Não,Não,2,Bioinformática,2,Engenheiro(a) de Machine Learning,1,5,3,Sustentação,Não,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,3044.6,3,2,Não,1,Outro,Presencial,1,3,2,3,3,0,Sim,2,Sim
794,Rita Cavalcanti Oliveira,114.901.873-91,26,Feminino,Casado,Não,Sim,2,Bioinformática,3,Analista de RH,1,5,1,Outros,Não,Raramente_Viaja,2,Recursos Humanos,4,2148,1,1,Não,20,Outro,Presencial,1,3,2,3,3,2,Sim,3,Sim
795,Breno Cunha Vieira,359.456.091-02,35,Masculino,Casado,Sim,Não,4,Bioinformática,2,Analista de QA,1,5,4,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),3,3246,1,0,Não,23,Outro,Remoto,2,2,3,1,3,0,Não,4,Sim
796,Cauã Pereira Campos,712.250.467-00,26,Masculino,Solteiro,Não,Não,3,Bioinformática,4,Executivo(a) de Contas,2,5,3,Outros,Sim,Raramente_Viaja,4,Vendas,2,4684,1,1,Não,10,Outro,Presencial,3,1,4,3,3,0,Não,3,Não
797,Ana Monteiro Oliveira,340.381.981-70,27,Feminino,Solteiro,Não,Não,2,Ciência da Computação,3,Analista de QA,1,5,4,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,2854.8,1,0,Não,5,Transporte público,Remoto,4,3,4,3,3,0,Sim,2,Não
798,Miguel Oliveira Andrade,477.277.151-40,28,Masculino,Casado,Não,Não,3,Ciência da Computação,6,Engenheiro(a) de Machine Learning,1,5,3,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),3,2657.2,2,0,Não,1,Outro,Remoto,3,3,4,3,3,0,Não,4,Não
799,Luzia Andrade Souza,903.087.419-86,37,Feminino,Divorciado,Não,Não,4,Bioinformática,2,Diretor(a) de Tecnologia,3,5,2,Outros,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,17683.9,2,0,Não,1,Outro,Remoto,4,1,4,3,3,2,Sim,3,Não
800,Felipe Moreira Araújo,863.969.767-14,53,Masculino,Casado,Não,Não,4,Bioinformática,5,Diretor(a) de Tecnologia,4,5,3,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,22859.2,4,1,Não,3,Transporte público,Remoto,3,4,3,3,3,0,Sim,2,Não
801,Cristiane Cardoso Moreira,135.982.716-11,35,Feminino,Casado,Não,Não,3,Bioinformática,3,Executivo(a) de Contas,2,5,2,Inovação,Sim,Raramente_Viaja,4,Vendas,0,4601,1,1,Não,18,Transporte público,Remoto,3,2,3,3,3,0,Não,3,Não
802,Beatriz Almeida Castro,273.972.192-76,34,Feminino,Divorciado,Não,Não,1,Curso Técnico,2,Engenheiro(a) de Machine Learning,1,5,4,Inovação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,2637.7,2,0,Não,26,Carro Próprio,Presencial,2,3,3,2,4,1,Não,3,Sim
803,Thiago Duarte Teixeira,449.779.692-27,28,Masculino,Casado,Não,Não,3,Ciência da Computação,0,Executivo(a) de Contas,2,5,3,Outros,Não,Raramente_Viaja,2,Vendas,4,4724,3,0,Não,26,Carro Próprio,Presencial,1,3,1,2,3,0,Não,3,Sim
804,Hugo Borges Andrade,401.672.348-54,39,Masculino,Casado,Não,Não,4,Ciência da Computação,2,Executivo(a) de Contas,2,5,4,Outros,Sim,Raramente_Viaja,3,Vendas,4,6120,4,1,Não,21,Carro Próprio,Presencial,3,4,4,2,3,0,Sim,4,Sim
805,Miguel Oliveira Pires,754.216.080-00,33,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Executivo(a) de Contas,2,5,4,Outros,Sim,Frequentemente_Viaja,3,Vendas,2,9998,2,1,Não,5,Carro Próprio,Remoto,3,1,4,3,3,0,Não,4,Não
806,Vitor Pires Fernandes,888.558.791-70,31,Masculino,Casado,Não,Não,4,Curso Técnico,4,Engenheiro(a) de Machine Learning,1,5,2,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,6267.3,1,0,Não,5,Outro,Remoto,4,3,4,3,3,3,Sim,3,Não
807,Leonardo Cavalcanti Almeida,323.590.977-09,26,Masculino,Casado,Não,Não,2,Bioinformática,3,Arquiteto(a) de Soluções,2,5,3,Inovação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,5997.36,2,3,Não,11,Outro,Remoto,2,3,1,3,3,4,Sim,3,Sim
808,Juliana Gomes Melo,575.371.261-43,28,Feminino,Solteiro,Não,Não,2,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,5,3,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,4303,1,0,Não,8,Outro,Remoto,3,4,4,3,4,0,Não,3,Sim
809,Ricardo Silva Nascimento,897.114.012-74,27,Masculino,Casado,Não,Não,1,Marketing,0,Executivo(a) de Contas,2,5,4,Outros,Sim,Nao_Viaja,2,Vendas,4,6349,3,1,Não,1,Transporte público,Presencial,1,4,2,3,3,0,Sim,3,Não
810,Paula Fernandes Rocha,536.152.787-47,45,Feminino,Divorciado,Não,Não,4,Bioinformática,2,Analista de QA,1,5,3,Inovação,Não,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,2724,4,0,Não,1,Transporte público,Remoto,3,4,4,3,3,0,Não,3,Não
811,Samuel Pereira Araújo,757.337.344-93,50,Masculino,Divorciado,Sim,Não,2,Bioinformática,1,Diretor(a) de Tecnologia,4,5,4,Outros,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,22618.7,3,1,Não,1,Transporte público,Presencial,3,3,4,3,4,0,Não,2,Sim
812,Adriana Costa Correia,072.390.025-60,33,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Arquiteto(a) de Soluções,2,5,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),4,8790.48,3,1,Não,1,Transporte público,Remoto,4,1,4,2,3,0,Não,3,Não
813,Cauã Rodrigues Azevedo,604.467.070-82,32,Masculino,Casado,Não,Não,3,Ciência da Computação,3,Analista de QA,1,5,1,Sustentação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,3352.8,2,0,Não,7,Outro,Remoto,1,3,2,4,4,0,Não,1,Não
814,Mariana Costa Castro,546.484.584-43,28,Feminino,Divorciado,Não,Não,3,Bioinformática,5,Diretor(a) de Operações,2,5,3,Outros,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,8778.6,4,0,Não,27,Transporte público,Presencial,1,2,1,1,4,0,Não,2,Sim
815,Daniela Gomes Castro,322.295.001-63,47,Feminino,Casado,Não,Não,4,Ciência da Computação,2,Gerente de Projetos,5,5,2,Sustentação,Sim,Raramente_Viaja,2,Recursos Humanos,0,19658,4,1,Não,26,Carro Próprio,Remoto,4,3,3,3,3,0,Não,3,Não
816,Cristiane Campos Dias,058.722.446-06,38,Feminino,Casado,Não,Não,2,Bioinformática,6,Diretor(a) de Operações,3,5,4,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,11634,2,0,Não,2,Outro,Presencial,4,4,3,2,3,0,Sim,4,Não
817,Enzo Gomes Oliveira,249.145.060-76,28,Masculino,Casado,Não,Não,3,Bioinformática,3,Engenheiro(a) de Machine Learning,1,5,2,Sustentação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),4,2691,3,0,Não,9,Transporte público,Remoto,3,4,4,3,4,0,Não,2,Não
818,Rafael Gomes Monteiro,241.763.191-19,37,Masculino,Casado,Não,Não,4,Bioinformática,5,Executivo(a) de Contas,2,5,4,Outros,Sim,Raramente_Viaja,3,Vendas,1,6502,1,0,Não,6,Transporte público,Presencial,3,2,4,3,3,0,Não,4,Não
819,Terezinha Ferreira Ramos,619.387.881-50,40,Feminino,Divorciado,Não,Não,3,Ciência da Computação,3,Arquiteto(a) de Soluções,2,5,3,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,8238.94,4,0,Não,1,Outro,Remoto,4,4,4,3,3,0,Não,3,Não
820,Davi Lopes Cunha,106.633.171-50,28,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,5,3,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),4,4161.3,2,0,Não,2,Carro Próprio,Remoto,3,1,2,2,3,0,Não,1,Não
821,Guilherme Siqueira Lopes,077.946.697-74,35,Masculino,Divorciado,Não,Não,2,Marketing,3,Executivo(a) de Contas,2,5,2,Outros,Sim,Frequentemente_Viaja,3,Vendas,2,4968,2,0,Não,11,Transporte público,Remoto,4,4,4,3,3,0,Não,3,Não
822,Antônio Silva Freitas,123.672.341-40,48,Masculino,Solteiro,Não,Não,4,Bioinformática,3,Gerente de Projetos,4,5,4,Inovação,Sim,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,16885,2,2,Não,1,Transporte público,Presencial,3,3,4,4,4,1,Não,2,Não
823,Matheus Soares Andrade,373.686.617-80,35,Masculino,Casado,Não,Não,3,Bioinformática,5,Analista de QA,1,5,4,Inovação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),3,2911.2,2,0,Não,16,Transporte público,Remoto,3,3,2,4,3,0,Não,3,Não
824,Gustavo Azevedo Soares,749.324.765-07,31,Masculino,Divorciado,Não,Não,1,Ciência da Computação,1,Engenheiro(a) de Machine Learning,1,5,2,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),3,3784.3,1,4,Não,26,Outro,Presencial,4,4,3,3,3,0,Não,2,Não
825,Thiago Melo Castro,283.594.023-53,42,Masculino,Divorciado,Não,Não,3,Bioinformática,6,Analista de QA,1,5,3,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),4,3319.2,2,0,Não,12,Carro Próprio,Remoto,2,2,2,3,4,4,Não,2,Não
826,Gustavo Andrade Cardoso,122.853.130-71,41,Masculino,Divorciado,Não,Não,4,Ciência da Computação,2,Analista de QA,1,5,3,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),4,2746.8,2,0,Não,9,Carro Próprio,Remoto,1,2,1,3,4,0,Não,3,Não
827,Regina Vieira Freitas,440.935.830-80,38,Feminino,Casado,Não,Não,2,Outros ,3,Analista de QA,1,5,4,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),4,4442.4,4,0,Não,6,Transporte público,Remoto,3,2,3,2,3,0,Não,3,Não
828,Bruno Azevedo Nascimento,271.988.513-47,37,Masculino,Casado,Não,Não,2,Marketing,2,Executivo(a) de Contas,2,5,2,Outros,Sim,Raramente_Viaja,1,Vendas,3,4189,1,0,Não,9,Transporte público,Presencial,2,1,2,2,3,0,Não,3,Não
829,Leandro Dias Monteiro,569.018.570-12,34,Masculino,Casado,Não,Não,4,Curso Técnico,2,Engenheiro(a) de Machine Learning,1,5,2,Sustentação,Não,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2999.1,2,3,Não,16,Outro,Remoto,2,2,1,1,4,3,Sim,3,Sim
830,Camila Rodrigues Lima,673.280.779-05,43,Feminino,Divorciado,Não,Sim,2,Bioinformática,3,Engenheiro(a) de Machine Learning,1,5,3,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),4,3438.5,1,1,Não,2,Transporte público,Remoto,4,4,3,4,3,0,Não,2,Sim
831,Daniel Martins Mendes,426.891.189-80,43,Masculino,Divorciado,Não,Não,3,Bioinformática,3,Engenheiro(a) de Machine Learning,1,5,4,Sustentação,Não,Nao_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,2715.7,1,2,Não,7,Carro Próprio,Remoto,3,4,4,4,3,0,Não,4,Não
832,Renata Cavalcanti Santos,427.763.509-10,42,Feminino,Divorciado,Não,Não,2,Bioinformática,5,Diretor(a) de Operações,2,5,3,Outros,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,9477,3,0,Não,21,Transporte público,Presencial,4,2,3,3,3,1,Não,3,Sim
833,Arthur Vieira Moraes,924.776.577-39,34,Masculino,Divorciado,Não,Não,4,Bioinformática,4,Engenheiro(a) de Machine Learning,1,5,3,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,4959.5,4,2,Não,10,Carro Próprio,Remoto,4,4,3,3,3,0,Sim,4,Não
834,Lucas Moreira Rocha,583.971.744-43,32,Masculino,Solteiro,Não,Não,5,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,5,4,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),4,3949.4,2,1,Não,6,Outro,Remoto,3,1,3,3,4,3,Não,3,Não
835,Bruno Teixeira Correia,295.334.583-30,27,Masculino,Casado,Não,Não,3,Curso Técnico,3,Engenheiro(a) de Machine Learning,1,5,2,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),1,3975.4,3,1,Não,17,Carro Próprio,Remoto,1,4,2,3,3,0,Sim,2,Não
836,Isabela Cunha Rocha,878.488.595-50,45,Feminino,Divorciado,Não,Não,2,Ciência da Computação,3,Executivo(a) de Contas,2,5,4,Outros,Sim,Raramente_Viaja,2,Vendas,3,5006,3,0,Não,4,Carro Próprio,Presencial,1,1,1,3,3,0,Sim,4,Não
837,Luzia Rocha Cardoso,997.935.793-23,38,Feminino,Solteiro,Não,Não,3,Curso Técnico,1,Executivo(a) de Contas,2,5,3,Outros,Sim,Nao_Viaja,4,Vendas,3,5666,3,1,Não,10,Carro Próprio,Presencial,4,2,4,3,3,0,Sim,3,Sim
838,Rodrigo Moraes Soares,940.082.516-18,31,Masculino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Operações,2,5,4,Inovação,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),4,7821,4,1,Não,1,Outro,Remoto,3,4,3,1,3,0,Não,3,Sim
839,Alexandre Fernandes Duarte,639.187.153-10,29,Masculino,Solteiro,Não,Não,3,Bioinformática,2,Executivo(a) de Contas,2,5,2,Outros,Não,Raramente_Viaja,4,Vendas,4,5869,1,1,Não,10,Carro Próprio,Presencial,4,3,3,2,3,2,Não,3,Sim
840,Hugo Barbosa Cardoso,333.849.253-78,39,Masculino,Casado,Não,Não,3,Bioinformática,3,Diretor(a) de Operações,2,5,4,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,9531,2,1,Não,12,Transporte público,Remoto,2,3,2,3,4,0,Não,3,Sim
841,Vera Oliveira Moreira,638.852.316-11,54,Feminino,Solteiro,Não,Não,3,Recursos Humanos,3,Gerente de Projetos,4,5,3,Inovação,Sim,Nao_Viaja,3,Recursos Humanos,4,17328,4,4,Não,26,Outro,Remoto,4,3,4,4,3,0,Sim,3,Não
842,Manoel Barbosa Lima,662.216.821-00,24,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Analista de QA,1,5,3,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,3328.8,2,1,Não,18,Carro Próprio,Remoto,2,3,3,3,3,0,Não,3,Não
843,Thiago Bastos Cunha,304.913.862-90,37,Masculino,Solteiro,Não,Não,3,Ciência da Computação,3,Executivo(a) de Contas,3,5,3,Outros,Sim,Raramente_Viaja,3,Vendas,3,7428,2,1,Não,3,Carro Próprio,Presencial,3,1,4,3,3,0,Não,3,Não
844,Regina Pires Borges,511.157.043-89,26,Feminino,Casado,Não,Não,3,Outros ,3,Engenheiro(a) de Machine Learning,1,5,4,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),3,3078.4,1,4,Não,6,Carro Próprio,Remoto,2,3,2,2,3,2,Não,2,Sim
